,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
6659,blue-collar,-84,yes,no,cellular,-1,unknown,no,426,0
3748,self-employed,1196,no,no,cellular,-1,unknown,no,552,1
6980,self-employed,562,yes,yes,cellular,363,failure,no,196,1
4073,technician,1081,no,no,cellular,261,failure,no,202,1
2320,management,562,no,no,cellular,-1,unknown,no,303,0
2636,technician,4,yes,no,cellular,-1,unknown,no,17,0
7027,technician,791,yes,no,unknown,-1,unknown,no,783,1
2493,management,1058,yes,no,unknown,-1,unknown,no,864,1
5238,self-employed,94,yes,no,cellular,-1,unknown,no,955,1
6841,blue-collar,218,yes,no,cellular,-1,unknown,no,619,1
1166,blue-collar,205,yes,yes,cellular,312,failure,no,1313,1
6324,retired,1050,no,no,cellular,181,failure,no,562,1
3546,services,65,yes,no,cellular,-1,unknown,no,15,0
7228,student,10,yes,no,cellular,-1,unknown,no,857,1
7350,retired,1690,no,no,unknown,-1,unknown,no,1467,1
2641,self-employed,290,no,yes,cellular,-1,unknown,no,303,0
4060,unemployed,3511,no,no,cellular,-1,unknown,no,439,1
3997,management,3463,no,yes,cellular,-1,unknown,no,96,1
5627,technician,289,yes,no,cellular,-1,unknown,no,1184,1
3469,housemaid,1230,no,no,cellular,181,success,no,288,1
2546,unemployed,234,no,no,cellular,-1,unknown,no,735,1
5400,services,2478,yes,no,cellular,230,failure,no,347,0
4862,technician,67,yes,no,unknown,-1,unknown,no,328,0
5244,management,5359,no,no,cellular,-1,unknown,no,147,1
1556,technician,2400,no,no,cellular,-1,unknown,no,262,0
3674,management,2578,no,no,cellular,107,failure,no,299,0
2357,technician,15474,no,no,cellular,92,other,no,89,0
5137,admin.,-33,yes,yes,cellular,-1,unknown,no,961,1
4532,services,179,yes,yes,cellular,-1,unknown,no,333,0
4547,technician,616,yes,no,cellular,-1,unknown,no,118,0
6163,services,49,yes,no,unknown,-1,unknown,no,619,1
6015,technician,676,no,no,cellular,-1,unknown,no,1138,1
1706,management,-92,no,yes,cellular,-1,unknown,no,196,0
5267,unemployed,2616,no,no,cellular,185,other,no,374,1
2973,services,530,yes,no,unknown,-1,unknown,no,51,0
2424,management,1909,no,no,cellular,-1,unknown,no,191,0
6108,entrepreneur,73,yes,no,cellular,135,failure,no,158,0
83,retired,2060,no,no,cellular,95,failure,no,135,0
706,admin.,1314,yes,no,cellular,210,failure,no,118,1
3616,management,2,no,no,cellular,-1,unknown,no,269,0
1329,blue-collar,640,yes,no,cellular,129,failure,no,108,1
6734,blue-collar,50,yes,yes,unknown,-1,unknown,no,121,0
4522,management,937,no,no,cellular,190,failure,no,61,0
5027,admin.,36,yes,no,unknown,-1,unknown,no,428,0
1725,admin.,47,yes,no,cellular,-1,unknown,no,288,1
6277,services,719,yes,no,cellular,368,failure,no,1359,1
85,management,7177,no,no,unknown,-1,unknown,no,89,0
5195,services,1989,no,no,cellular,281,failure,no,336,1
6177,admin.,106,no,no,cellular,-1,unknown,no,186,1
3667,admin.,653,no,no,cellular,-1,unknown,no,84,1
5473,blue-collar,388,yes,no,cellular,-1,unknown,no,171,0
2121,retired,3417,no,no,cellular,-1,unknown,no,134,1
5264,management,1624,no,no,cellular,97,success,no,166,1
967,blue-collar,2008,yes,no,cellular,-1,unknown,no,354,0
2515,management,320,yes,no,cellular,-1,unknown,no,239,0
5140,self-employed,20,yes,no,cellular,-1,unknown,no,218,0
809,retired,173,no,no,cellular,-1,unknown,no,87,0
4116,retired,1385,no,no,telephone,-1,unknown,no,160,0
1079,admin.,529,yes,no,cellular,149,other,no,234,0
2383,housemaid,275,yes,no,cellular,-1,unknown,no,196,0
7255,blue-collar,40,yes,no,unknown,-1,unknown,no,617,1
2871,retired,1423,yes,no,unknown,-1,unknown,no,584,0
6371,housemaid,10,yes,no,unknown,-1,unknown,no,658,0
1113,management,7702,no,no,cellular,95,success,no,460,1
3441,entrepreneur,3469,yes,no,cellular,147,success,no,583,1
1879,management,4152,yes,no,cellular,164,other,no,750,1
3231,services,1820,yes,no,cellular,-1,unknown,no,1027,1
6917,technician,309,no,yes,cellular,-1,unknown,no,25,0
5282,blue-collar,2071,no,yes,telephone,-1,unknown,no,1148,0
1890,blue-collar,3623,no,no,unknown,378,success,no,71,1
5492,blue-collar,249,yes,no,cellular,262,failure,no,235,0
3317,management,405,no,no,cellular,-1,unknown,no,82,0
204,management,300,yes,no,cellular,-1,unknown,no,562,1
2548,blue-collar,-454,yes,no,cellular,-1,unknown,no,558,1
6125,management,4291,no,no,cellular,-1,unknown,no,1321,1
2181,services,628,no,no,cellular,-1,unknown,no,266,0
4645,retired,8648,no,no,cellular,176,failure,no,731,1
5306,admin.,3006,no,no,cellular,-1,unknown,no,388,1
4887,technician,13,no,yes,cellular,-1,unknown,no,977,0
7172,unemployed,1212,no,no,cellular,92,failure,no,241,0
3817,blue-collar,-190,no,yes,cellular,-1,unknown,no,808,1
395,blue-collar,781,yes,no,cellular,270,failure,no,112,0
7136,blue-collar,790,yes,no,unknown,-1,unknown,no,356,0
4207,blue-collar,704,yes,yes,telephone,-1,unknown,no,88,0
2619,student,307,no,no,cellular,-1,unknown,no,597,0
4208,management,3951,no,no,cellular,91,success,no,134,1
5284,management,9447,no,no,cellular,100,other,no,113,0
365,admin.,1138,yes,yes,cellular,-1,unknown,no,73,0
1672,housemaid,3923,yes,no,unknown,-1,unknown,no,942,1
6540,blue-collar,2039,yes,no,cellular,-1,unknown,no,729,1
1878,management,145,no,yes,unknown,-1,unknown,yes,163,0
6291,services,323,no,no,cellular,188,failure,no,874,1
5809,entrepreneur,1238,yes,no,telephone,-1,unknown,no,50,0
2079,retired,1468,no,no,cellular,-1,unknown,no,330,1
5074,admin.,-1,yes,no,unknown,-1,unknown,no,136,0
6878,admin.,1332,no,no,cellular,-1,unknown,no,156,1
2787,management,15,no,no,unknown,-1,unknown,no,13,0
5050,technician,44,no,no,cellular,-1,unknown,no,217,1
1365,technician,2916,no,no,cellular,-1,unknown,no,174,0
5144,retired,93,no,no,unknown,-1,unknown,no,193,0
301,technician,1824,yes,no,cellular,324,other,no,112,0
4236,management,1742,no,no,unknown,-1,unknown,no,231,0
3216,blue-collar,1454,yes,no,cellular,182,success,no,323,1
6062,management,1529,no,no,cellular,-1,unknown,no,160,0
1904,blue-collar,273,no,no,unknown,-1,unknown,no,315,0
7092,housemaid,211,no,no,cellular,186,failure,no,443,1
4452,services,375,no,no,telephone,-1,unknown,no,172,0
5015,blue-collar,13,yes,no,unknown,-1,unknown,no,178,0
4618,management,4148,yes,no,cellular,99,other,no,316,1
5152,admin.,994,no,no,cellular,90,success,no,211,1
514,blue-collar,773,yes,yes,unknown,-1,unknown,no,97,0
7337,student,154,no,no,cellular,183,success,no,382,1
3409,technician,863,yes,no,unknown,-1,unknown,no,1193,1
562,entrepreneur,0,no,no,unknown,-1,unknown,no,1025,1
2782,blue-collar,1257,yes,no,unknown,-1,unknown,no,109,0
2430,blue-collar,2263,no,no,cellular,-1,unknown,no,113,0
7231,management,3228,no,no,cellular,-1,unknown,no,58,0
4867,blue-collar,306,no,no,unknown,-1,unknown,no,12,0
5142,management,2987,yes,no,cellular,-1,unknown,no,307,1
27,technician,1684,no,yes,cellular,-1,unknown,no,412,1
366,services,8876,no,no,cellular,75,failure,no,280,0
1923,technician,480,no,no,unknown,-1,unknown,no,648,1
3069,management,390,no,no,cellular,104,failure,no,120,1
1438,technician,4060,no,no,cellular,93,other,no,179,1
4950,management,985,yes,no,cellular,-1,unknown,no,396,1
4735,retired,353,no,no,cellular,-1,unknown,no,395,0
5879,unemployed,890,no,no,cellular,-1,unknown,no,343,0
4451,retired,422,yes,no,cellular,-1,unknown,no,647,1
6926,blue-collar,3196,no,no,cellular,-1,unknown,no,161,0
6558,management,363,yes,yes,cellular,-1,unknown,no,184,0
4726,management,232,yes,no,telephone,-1,unknown,no,32,0
4930,management,48,no,no,unknown,-1,unknown,no,135,0
2886,retired,2190,no,no,telephone,-1,unknown,no,512,1
1305,blue-collar,3,no,yes,cellular,-1,unknown,no,1439,1
446,entrepreneur,-164,no,no,cellular,-1,unknown,no,87,0
3218,management,36,no,no,cellular,-1,unknown,no,664,1
1344,management,0,yes,yes,cellular,352,failure,no,117,0
6740,technician,1270,no,no,cellular,-1,unknown,no,342,0
3362,management,-155,yes,no,cellular,-1,unknown,no,282,0
1311,technician,28,yes,no,cellular,358,failure,no,163,0
2674,services,-30,no,no,cellular,-1,unknown,no,1360,1
657,technician,1693,yes,no,cellular,-1,unknown,no,515,1
4745,services,130,yes,no,unknown,-1,unknown,no,103,0
6988,self-employed,1070,yes,no,cellular,160,other,no,381,1
1026,admin.,314,no,yes,cellular,-1,unknown,no,142,1
6737,services,1595,no,no,unknown,-1,unknown,no,882,1
6206,blue-collar,1598,yes,yes,cellular,-1,unknown,no,1463,1
3438,blue-collar,526,yes,no,cellular,-1,unknown,no,914,0
3005,technician,133,yes,no,cellular,-1,unknown,no,113,0
6292,admin.,66,no,no,cellular,-1,unknown,no,358,1
859,blue-collar,360,yes,no,unknown,-1,unknown,no,220,0
6883,blue-collar,175,no,no,cellular,365,other,no,17,0
2045,admin.,3644,yes,yes,telephone,-1,unknown,no,1039,1
2529,blue-collar,29,yes,no,unknown,-1,unknown,no,214,0
4711,admin.,949,no,no,cellular,-1,unknown,no,1092,1
5530,student,608,no,no,cellular,93,success,no,210,1
1851,housemaid,949,no,no,cellular,-1,unknown,no,182,0
6257,student,722,no,no,telephone,-1,unknown,no,623,1
2960,management,20,no,no,cellular,-1,unknown,no,329,0
4896,blue-collar,2369,yes,no,cellular,-1,unknown,no,87,0
2166,management,240,no,no,unknown,-1,unknown,no,1123,1
3003,self-employed,286,yes,no,cellular,-1,unknown,no,175,0
6182,blue-collar,93,no,yes,cellular,-1,unknown,no,111,0
934,admin.,3201,yes,no,telephone,-1,unknown,no,157,0
1850,management,2895,yes,no,cellular,256,failure,no,20,0
122,admin.,1358,yes,no,cellular,-1,unknown,no,80,0
7403,blue-collar,4108,yes,no,cellular,-1,unknown,no,526,1
6460,technician,719,yes,no,unknown,-1,unknown,no,79,0
1285,technician,568,yes,no,unknown,-1,unknown,no,112,1
851,services,-374,yes,no,cellular,-1,unknown,no,672,1
2758,blue-collar,641,no,no,cellular,-1,unknown,no,417,1
6208,services,170,no,no,cellular,-1,unknown,no,782,1
6936,management,606,no,no,cellular,-1,unknown,no,97,1
3139,admin.,1596,no,no,cellular,-1,unknown,no,82,1
1620,housemaid,61,no,no,cellular,-1,unknown,no,144,0
5382,student,5296,no,no,cellular,205,failure,no,229,1
6036,services,519,yes,no,cellular,-1,unknown,no,715,0
3228,technician,1871,yes,no,cellular,-1,unknown,no,64,0
5736,unknown,68,no,no,cellular,-1,unknown,no,268,1
6280,management,1235,yes,no,cellular,-1,unknown,no,104,0
303,blue-collar,5517,yes,no,cellular,-1,unknown,no,584,1
1112,management,3770,no,no,cellular,-1,unknown,no,757,0
1254,services,2918,no,yes,cellular,-1,unknown,no,1059,1
2034,retired,44,no,no,cellular,88,other,no,1104,1
797,admin.,4118,no,no,telephone,-1,unknown,no,165,1
5980,unemployed,1978,no,no,cellular,182,success,no,404,1
6943,blue-collar,292,no,yes,cellular,-1,unknown,no,1153,1
6853,retired,0,yes,no,unknown,-1,unknown,no,229,0
2720,entrepreneur,104,yes,yes,cellular,-1,unknown,no,55,0
4070,blue-collar,495,yes,no,unknown,-1,unknown,no,297,0
2226,management,825,yes,no,unknown,-1,unknown,no,506,1
1566,self-employed,517,no,no,cellular,-1,unknown,no,77,0
6568,admin.,915,yes,no,unknown,-1,unknown,no,370,1
1134,unemployed,978,no,no,cellular,-1,unknown,no,132,1
6754,management,9421,no,no,cellular,-1,unknown,no,372,1
2324,services,50,no,no,cellular,154,other,no,244,0
2044,technician,2490,yes,no,unknown,-1,unknown,no,115,0
455,admin.,14968,no,no,cellular,-1,unknown,no,1360,1
7160,admin.,-126,no,yes,cellular,-1,unknown,no,360,0
1151,technician,443,no,no,unknown,-1,unknown,no,25,0
579,management,10583,no,no,cellular,-1,unknown,no,295,1
3190,services,54,yes,no,cellular,370,failure,no,97,0
4243,admin.,2002,yes,no,cellular,350,failure,no,172,0
7283,technician,-180,no,yes,cellular,-1,unknown,no,823,1
1683,services,4256,yes,no,cellular,92,success,no,200,1
3127,retired,-309,yes,no,unknown,-1,unknown,no,500,1
5873,services,50,yes,no,unknown,-1,unknown,no,342,0
3400,blue-collar,-461,no,no,unknown,-1,unknown,no,339,0
2934,blue-collar,320,yes,no,unknown,-1,unknown,no,695,1
4081,technician,3395,yes,no,cellular,188,failure,no,92,0
6645,management,0,yes,no,cellular,344,other,no,612,0
2814,blue-collar,202,yes,no,cellular,-1,unknown,no,377,0
3415,management,1309,no,no,cellular,-1,unknown,no,367,1
576,services,191,no,no,cellular,-1,unknown,no,335,0
5095,admin.,1097,yes,yes,cellular,208,failure,no,174,0
3248,retired,2193,no,no,telephone,-1,unknown,no,1348,1
2138,services,2678,no,no,cellular,-1,unknown,no,156,1
4786,blue-collar,-46,yes,no,unknown,-1,unknown,no,382,1
4150,technician,116,no,no,cellular,-1,unknown,no,554,1
4327,retired,86,no,no,cellular,-1,unknown,no,149,1
1777,unemployed,957,no,no,cellular,184,success,no,246,1
3028,admin.,291,no,no,unknown,-1,unknown,no,145,0
946,blue-collar,2717,yes,yes,cellular,-1,unknown,no,559,0
4393,management,1825,no,no,cellular,-1,unknown,no,236,1
1814,management,385,no,no,cellular,-1,unknown,no,39,0
7041,admin.,1581,yes,yes,unknown,-1,unknown,no,52,0
1765,services,2050,yes,no,cellular,-1,unknown,no,271,0
655,management,-375,no,no,cellular,-1,unknown,no,814,1
3430,services,-40,yes,no,cellular,368,failure,no,311,1
2779,retired,343,no,no,telephone,-1,unknown,no,159,0
45,technician,367,yes,no,cellular,276,failure,no,214,0
672,retired,25947,no,no,cellular,-1,unknown,no,292,0
4305,technician,335,no,no,cellular,76,success,no,417,1
1975,technician,307,yes,no,cellular,-1,unknown,no,216,0
1858,admin.,457,no,no,cellular,-1,unknown,no,90,0
730,admin.,877,yes,no,cellular,177,failure,no,12,0
1792,unemployed,44,no,no,cellular,-1,unknown,no,225,1
2413,unemployed,1489,yes,no,cellular,-1,unknown,no,678,0
6011,admin.,286,no,no,cellular,-1,unknown,no,949,1
6896,technician,593,yes,no,unknown,-1,unknown,no,55,0
5762,admin.,3696,no,no,cellular,181,success,no,250,1
586,blue-collar,-157,yes,no,cellular,-1,unknown,no,491,1
3086,management,312,no,no,cellular,98,success,no,208,1
4886,services,1515,no,no,unknown,-1,unknown,no,14,0
2376,admin.,69,yes,no,cellular,-1,unknown,no,997,1
920,management,399,yes,no,cellular,-1,unknown,no,367,0
615,technician,160,yes,no,unknown,-1,unknown,no,142,0
4380,management,23,yes,yes,cellular,-1,unknown,no,150,0
4956,admin.,685,yes,no,cellular,329,failure,no,552,1
6325,admin.,1293,yes,no,cellular,-1,unknown,no,1665,1
721,management,199,no,yes,cellular,-1,unknown,no,131,0
5209,services,444,yes,no,unknown,-1,unknown,no,432,0
497,blue-collar,828,no,no,cellular,345,failure,no,1512,1
3742,blue-collar,3498,no,no,cellular,-1,unknown,no,264,1
5949,blue-collar,130,yes,no,cellular,-1,unknown,no,302,0
3094,self-employed,160,no,no,unknown,-1,unknown,no,158,1
4204,management,741,no,no,cellular,-1,unknown,no,63,0
5865,blue-collar,0,no,no,cellular,244,failure,no,235,0
6444,blue-collar,1918,yes,no,cellular,172,failure,no,318,0
1549,management,843,no,no,cellular,185,success,no,123,0
1929,technician,4388,no,no,cellular,-1,unknown,no,52,0
6317,entrepreneur,0,no,no,telephone,-1,unknown,no,103,0
1990,management,1310,no,yes,cellular,-1,unknown,no,90,0
5553,admin.,66,yes,no,unknown,-1,unknown,no,237,0
6252,student,565,no,no,cellular,-1,unknown,no,162,0
168,technician,261,yes,no,cellular,247,failure,no,236,0
2575,blue-collar,0,yes,no,cellular,-1,unknown,no,407,0
6733,blue-collar,0,yes,no,cellular,-1,unknown,no,330,0
1522,self-employed,0,no,no,unknown,-1,unknown,no,6,0
775,admin.,2469,no,no,cellular,-1,unknown,no,136,0
901,management,258,no,yes,cellular,-1,unknown,no,93,0
270,blue-collar,1504,yes,no,cellular,-1,unknown,no,131,0
551,technician,440,no,no,cellular,-1,unknown,no,147,0
4155,housemaid,0,no,no,cellular,-1,unknown,no,16,0
823,technician,-938,yes,no,cellular,344,failure,no,134,0
7298,student,130,no,no,telephone,-1,unknown,no,75,0
929,management,134,yes,yes,cellular,-1,unknown,no,532,1
5183,management,390,no,no,cellular,-1,unknown,no,325,1
1240,admin.,826,no,no,unknown,-1,unknown,no,885,1
7284,management,1271,yes,no,unknown,-1,unknown,no,51,0
3341,services,54,yes,no,unknown,-1,unknown,no,543,1
7166,retired,101,yes,no,cellular,-1,unknown,no,111,0
3530,services,727,yes,no,cellular,-1,unknown,no,246,0
5210,technician,-824,yes,no,cellular,-1,unknown,no,429,1
5633,management,-974,no,yes,cellular,-1,unknown,no,130,0
6848,admin.,894,yes,no,unknown,-1,unknown,no,328,0
1117,management,334,no,no,cellular,-1,unknown,no,87,0
419,blue-collar,3109,no,no,cellular,-1,unknown,no,482,1
3804,entrepreneur,2436,no,yes,cellular,-1,unknown,no,1397,1
6530,management,332,yes,no,cellular,-1,unknown,no,566,0
3802,retired,3518,yes,no,cellular,-1,unknown,no,626,1
1466,technician,882,no,no,cellular,-1,unknown,no,411,1
298,retired,514,no,no,cellular,90,success,no,673,1
6224,admin.,527,no,yes,cellular,185,success,no,181,1
511,self-employed,1423,no,no,cellular,-1,unknown,no,1249,1
3509,technician,556,yes,no,unknown,-1,unknown,no,322,0
323,services,24,yes,yes,cellular,-1,unknown,no,185,0
2513,admin.,306,yes,no,cellular,-1,unknown,no,289,0
6154,technician,3288,yes,no,cellular,-1,unknown,no,775,1
1743,technician,376,no,no,cellular,-1,unknown,no,173,1
4108,technician,550,no,no,cellular,-1,unknown,no,337,1
4876,admin.,1604,no,yes,cellular,-1,unknown,no,625,1
2989,blue-collar,1147,yes,yes,telephone,-1,unknown,no,29,0
4891,retired,154,no,no,cellular,181,failure,no,268,1
1474,services,454,yes,no,cellular,-1,unknown,no,978,1
3800,blue-collar,-94,yes,yes,cellular,-1,unknown,no,308,0
4704,services,507,yes,no,cellular,344,failure,no,55,0
2328,technician,931,yes,no,cellular,-1,unknown,no,1078,1
1404,services,0,yes,no,cellular,-1,unknown,no,198,0
350,technician,940,yes,no,cellular,330,failure,no,757,0
1479,blue-collar,-9,yes,yes,unknown,-1,unknown,no,389,0
7016,management,8514,no,no,cellular,-1,unknown,no,131,0
2679,services,633,yes,no,unknown,-1,unknown,no,326,0
4555,management,97,yes,no,unknown,-1,unknown,no,135,0
676,management,129,yes,no,unknown,-1,unknown,no,132,0
5844,blue-collar,429,yes,no,unknown,-1,unknown,no,244,0
1623,services,4721,no,no,cellular,90,success,no,288,1
7131,blue-collar,461,yes,no,unknown,-1,unknown,no,272,0
550,admin.,220,no,no,cellular,-1,unknown,no,68,0
3942,technician,-165,yes,no,cellular,-1,unknown,no,89,0
2531,management,1177,no,no,cellular,-1,unknown,no,116,0
5881,blue-collar,2157,yes,no,unknown,-1,unknown,no,154,0
3078,services,9,no,no,unknown,-1,unknown,no,371,1
1225,technician,-393,no,no,telephone,-1,unknown,no,119,0
334,admin.,622,no,no,cellular,-1,unknown,no,420,1
1704,blue-collar,1181,yes,no,cellular,-1,unknown,no,650,1
4063,blue-collar,2823,yes,no,unknown,-1,unknown,no,858,1
3928,unemployed,0,no,no,cellular,-1,unknown,no,1960,1
5208,management,122,yes,no,cellular,-1,unknown,no,126,0
1991,technician,116,yes,no,cellular,-1,unknown,no,718,1
752,management,3120,yes,no,cellular,-1,unknown,no,666,0
4310,management,0,no,no,cellular,-1,unknown,no,191,0
4373,blue-collar,338,yes,no,unknown,-1,unknown,no,87,0
3853,blue-collar,-232,no,yes,cellular,-1,unknown,no,106,0
4151,management,6269,yes,no,cellular,-1,unknown,no,20,0
6385,admin.,985,yes,no,cellular,50,failure,no,592,1
581,management,1496,yes,no,cellular,-1,unknown,no,73,0
2906,management,3737,no,no,cellular,-1,unknown,no,224,1
633,blue-collar,106,yes,no,unknown,-1,unknown,no,150,0
2128,blue-collar,1596,yes,no,unknown,-1,unknown,no,760,1
1020,housemaid,289,no,no,unknown,-1,unknown,no,97,0
6870,services,271,yes,no,unknown,-1,unknown,no,1882,1
5234,admin.,96,no,no,cellular,-1,unknown,no,302,1
4473,self-employed,2013,no,no,cellular,-1,unknown,no,409,1
6483,technician,22755,yes,no,unknown,-1,unknown,no,70,0
2777,management,321,yes,no,cellular,-1,unknown,no,918,0
627,management,1438,no,no,cellular,449,other,no,321,1
3478,housemaid,235,no,no,cellular,-1,unknown,no,119,0
3702,management,728,yes,no,unknown,-1,unknown,no,125,0
687,admin.,1020,yes,no,unknown,-1,unknown,no,882,1
6469,admin.,0,yes,yes,cellular,182,success,no,330,0
1962,management,2016,no,no,cellular,-1,unknown,no,209,1
935,technician,-378,yes,no,cellular,253,failure,no,361,0
3893,management,361,yes,no,unknown,-1,unknown,no,86,0
5312,entrepreneur,687,yes,no,cellular,-1,unknown,no,772,1
5204,blue-collar,-382,yes,no,cellular,-1,unknown,no,35,0
5220,technician,3323,yes,yes,cellular,-1,unknown,no,59,0
4478,blue-collar,246,no,no,unknown,-1,unknown,no,683,1
606,services,2678,no,no,cellular,187,success,no,282,1
2263,management,589,no,no,cellular,44,other,no,300,1
1118,services,355,yes,no,cellular,338,other,no,122,0
5307,management,12956,yes,no,cellular,399,success,no,940,1
2311,blue-collar,157,yes,no,unknown,-1,unknown,no,833,0
5269,services,2311,no,yes,cellular,-1,unknown,no,1105,1
7270,management,355,no,no,cellular,-1,unknown,no,340,0
3589,technician,3297,no,no,cellular,-1,unknown,no,99,0
2390,services,1824,yes,no,cellular,-1,unknown,no,153,0
1898,management,0,no,no,cellular,-1,unknown,no,1242,1
4377,admin.,4168,no,no,cellular,-1,unknown,no,198,0
2334,management,952,yes,no,cellular,-1,unknown,no,1241,1
400,technician,3,no,no,telephone,349,failure,no,40,0
1920,management,151,yes,no,cellular,-1,unknown,no,50,0
6267,admin.,3854,yes,no,cellular,-1,unknown,no,131,0
5602,blue-collar,0,yes,yes,unknown,-1,unknown,no,59,0
338,blue-collar,697,no,no,cellular,-1,unknown,no,860,1
3142,technician,129,yes,no,cellular,-1,unknown,no,213,0
5810,technician,287,yes,no,cellular,-1,unknown,no,84,0
4349,retired,1204,no,no,telephone,-1,unknown,no,135,1
7331,services,774,no,no,cellular,-1,unknown,no,997,1
5856,retired,842,no,no,cellular,-1,unknown,no,284,1
2701,management,925,no,no,cellular,189,success,no,321,1
399,technician,1109,no,no,cellular,-1,unknown,no,328,0
3393,services,-311,yes,no,cellular,345,other,no,55,0
3790,technician,267,yes,no,cellular,-1,unknown,no,817,1
5798,blue-collar,550,yes,no,unknown,-1,unknown,no,113,0
6543,management,2383,no,no,cellular,-1,unknown,no,571,1
1217,technician,356,yes,no,unknown,-1,unknown,no,93,0
2568,management,4,no,yes,cellular,-1,unknown,no,261,0
4906,student,108,no,no,cellular,183,success,no,92,1
1950,technician,3933,no,no,cellular,-1,unknown,no,837,1
7050,services,5781,yes,yes,cellular,-1,unknown,no,195,0
2052,technician,938,no,no,cellular,-1,unknown,no,358,1
4597,blue-collar,1409,yes,no,unknown,-1,unknown,no,224,0
6434,technician,3350,yes,no,cellular,269,other,no,86,0
6509,management,991,yes,no,cellular,-1,unknown,no,1489,1
1182,management,1227,no,no,cellular,-1,unknown,no,232,1
6055,student,4869,yes,no,cellular,343,other,no,258,0
7405,blue-collar,79,no,yes,cellular,-1,unknown,no,104,0
5013,management,0,no,no,cellular,-1,unknown,no,1855,1
5301,services,0,no,no,cellular,-1,unknown,no,704,1
3544,blue-collar,3917,yes,no,cellular,-1,unknown,no,565,1
3148,management,119,no,no,cellular,-1,unknown,no,430,0
1963,retired,217,yes,no,unknown,-1,unknown,no,574,0
2280,management,0,yes,no,cellular,-1,unknown,no,310,0
2610,management,230,no,no,unknown,-1,unknown,no,73,0
3022,blue-collar,1025,yes,no,cellular,-1,unknown,no,106,0
2159,management,575,no,no,cellular,-1,unknown,no,116,1
6375,blue-collar,7929,no,no,unknown,-1,unknown,no,111,1
5779,blue-collar,152,yes,yes,cellular,-1,unknown,no,831,1
7265,housemaid,299,no,no,cellular,-1,unknown,no,186,0
5801,management,3773,yes,no,unknown,-1,unknown,no,99,0
3765,self-employed,1184,yes,no,cellular,-1,unknown,no,1063,1
5059,technician,94,yes,yes,unknown,-1,unknown,no,813,1
2853,blue-collar,5222,yes,no,unknown,-1,unknown,no,102,0
1602,management,1720,no,no,cellular,273,failure,no,284,1
5663,unknown,397,no,no,telephone,-1,unknown,no,300,1
4457,services,2145,no,no,cellular,95,success,no,291,1
1505,management,0,no,no,unknown,-1,unknown,no,95,0
5855,admin.,1396,yes,no,cellular,-1,unknown,no,199,0
5896,blue-collar,4415,yes,no,unknown,-1,unknown,no,329,0
6760,technician,473,yes,no,cellular,-1,unknown,no,216,0
4878,management,843,no,no,cellular,-1,unknown,no,187,1
3844,unemployed,25,no,no,cellular,-1,unknown,no,207,1
1046,student,703,no,no,cellular,-1,unknown,no,1100,0
2895,management,2239,no,no,cellular,90,success,no,377,1
5051,technician,304,yes,no,cellular,-1,unknown,no,8,0
6308,management,1090,no,no,cellular,532,other,no,204,1
4541,admin.,105,no,no,telephone,-1,unknown,no,80,0
340,services,526,yes,no,cellular,324,other,no,333,0
6519,technician,0,yes,yes,cellular,-1,unknown,no,146,0
7095,admin.,155,no,no,cellular,-1,unknown,no,696,1
2327,blue-collar,219,yes,no,cellular,-1,unknown,no,729,1
445,technician,473,no,yes,cellular,81,failure,no,182,1
1340,management,2587,no,no,cellular,-1,unknown,no,236,1
5491,self-employed,4418,yes,no,cellular,-1,unknown,no,855,0
6860,management,2067,yes,no,unknown,-1,unknown,no,756,1
4025,admin.,2227,no,no,cellular,-1,unknown,no,242,1
2901,self-employed,658,yes,no,cellular,173,success,no,93,0
80,retired,427,no,no,cellular,-1,unknown,no,246,0
6820,self-employed,0,no,no,unknown,-1,unknown,no,112,0
7138,services,146,yes,no,unknown,-1,unknown,no,104,0
3902,blue-collar,254,yes,no,cellular,-1,unknown,no,1720,1
6867,blue-collar,48,yes,yes,unknown,-1,unknown,no,144,0
7253,admin.,19,yes,no,cellular,-1,unknown,no,1978,1
6017,admin.,138,no,no,cellular,-1,unknown,no,89,1
6928,technician,0,yes,no,cellular,-1,unknown,no,249,0
4684,management,532,yes,no,cellular,-1,unknown,no,603,0
5092,technician,827,no,yes,unknown,-1,unknown,no,294,0
3830,retired,7613,no,no,cellular,-1,unknown,no,355,1
6852,management,3984,no,no,cellular,-1,unknown,no,77,0
343,admin.,554,yes,no,cellular,-1,unknown,no,94,0
5116,admin.,2223,no,no,cellular,-1,unknown,no,1064,1
328,technician,183,no,no,cellular,52,failure,no,281,1
3205,services,0,yes,no,cellular,-1,unknown,no,251,0
3394,technician,314,yes,no,unknown,-1,unknown,no,234,1
222,management,388,yes,no,unknown,-1,unknown,no,2087,1
4802,self-employed,0,yes,no,cellular,-1,unknown,no,158,1
1078,management,5037,no,no,cellular,185,other,no,252,1
5852,blue-collar,185,no,no,unknown,-1,unknown,no,11,0
5441,services,523,yes,no,unknown,-1,unknown,no,86,1
3391,retired,-492,no,yes,unknown,-1,unknown,no,333,0
6307,blue-collar,621,yes,no,cellular,-1,unknown,no,1333,1
7113,technician,392,yes,no,cellular,-1,unknown,no,148,0
4158,technician,180,no,no,cellular,435,failure,no,561,1
7022,blue-collar,-191,yes,no,unknown,-1,unknown,no,755,1
