,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
6573,36,unemployed,-35,no,no,cellular,jan,3,-1,unknown,married,secondary,30,339,0,0
6466,73,retired,2850,no,no,cellular,oct,1,144,failure,married,secondary,8,512,7,0
7034,37,management,1125,yes,no,unknown,jun,1,-1,unknown,married,tertiary,3,301,0,0
2129,35,blue-collar,0,no,no,cellular,jul,4,-1,unknown,married,primary,31,57,0,0
3794,28,technician,598,yes,no,cellular,mar,1,288,failure,single,secondary,2,177,2,1
1572,23,housemaid,66,yes,no,cellular,may,2,-1,unknown,married,tertiary,7,1391,0,1
3316,43,admin.,817,yes,yes,cellular,nov,1,-1,unknown,married,secondary,21,51,0,0
7109,35,technician,1629,no,no,cellular,jul,4,-1,unknown,married,tertiary,25,653,0,1
7150,49,blue-collar,3728,yes,no,cellular,jul,2,-1,unknown,married,secondary,11,1060,0,1
6299,37,technician,0,no,no,unknown,jun,1,-1,unknown,married,secondary,18,236,0,0
2866,36,technician,27,yes,no,cellular,feb,1,260,success,single,secondary,9,631,2,1
1999,56,technician,2847,no,no,cellular,apr,1,-1,unknown,married,secondary,8,327,0,1
3288,72,retired,0,no,no,cellular,oct,3,-1,unknown,married,secondary,29,189,0,1
5378,39,management,1423,yes,no,telephone,jul,3,-1,unknown,married,tertiary,21,733,0,1
1478,30,management,850,no,no,cellular,aug,2,-1,unknown,married,secondary,12,507,0,1
537,36,management,2646,no,no,cellular,oct,1,182,success,single,tertiary,13,169,10,1
7406,52,admin.,423,yes,yes,cellular,oct,2,96,failure,married,secondary,20,139,7,0
3135,25,technician,3411,no,no,cellular,aug,2,-1,unknown,single,tertiary,19,225,0,1
5511,39,management,215,no,no,cellular,aug,4,-1,unknown,married,secondary,11,1141,0,1
2836,57,retired,11254,no,no,cellular,jul,2,-1,unknown,married,tertiary,30,229,0,0
2722,32,technician,4654,yes,yes,cellular,nov,1,128,failure,married,tertiary,20,276,2,1
936,35,blue-collar,120,yes,no,unknown,may,2,-1,unknown,married,secondary,28,245,0,0
3264,41,management,0,yes,no,unknown,may,1,-1,unknown,married,tertiary,13,161,0,0
485,33,management,968,no,yes,cellular,aug,10,-1,unknown,married,tertiary,28,95,0,0
4985,53,management,7067,no,no,unknown,jun,3,-1,unknown,married,tertiary,6,82,0,0
4703,51,technician,337,yes,no,cellular,aug,4,-1,unknown,married,secondary,20,687,0,0
6287,29,management,1387,yes,no,cellular,may,2,-1,unknown,married,tertiary,18,256,0,1
2498,30,technician,0,yes,no,cellular,jul,1,424,success,single,tertiary,5,140,8,1
5506,30,self-employed,655,no,no,cellular,sep,4,184,success,single,tertiary,23,272,1,1
4307,60,self-employed,362,no,yes,cellular,jul,6,-1,unknown,married,primary,29,816,0,1
2947,38,management,619,yes,no,unknown,jun,4,-1,unknown,single,tertiary,6,460,0,1
4026,30,services,1649,yes,no,unknown,may,1,-1,unknown,single,secondary,23,206,0,0
2922,29,management,573,yes,yes,unknown,jun,4,-1,unknown,single,tertiary,16,190,0,0
2322,38,blue-collar,172,yes,no,cellular,apr,1,-1,unknown,single,tertiary,1,1176,0,1
215,43,management,1,yes,yes,unknown,jun,8,-1,unknown,divorced,tertiary,2,28,0,0
2403,51,self-employed,44,yes,yes,telephone,jul,1,-1,unknown,married,secondary,21,79,0,0
4721,49,services,653,no,no,cellular,aug,2,-1,unknown,married,secondary,11,317,0,0
648,29,admin.,0,yes,no,unknown,may,1,-1,unknown,married,secondary,9,121,0,0
1641,38,self-employed,1612,yes,no,cellular,may,1,-1,unknown,single,tertiary,8,423,0,1
2275,39,management,756,yes,no,unknown,jun,1,-1,unknown,married,tertiary,2,268,0,0
7210,31,management,12857,yes,no,cellular,feb,1,92,success,single,tertiary,6,158,1,1
744,47,housemaid,2290,no,no,cellular,apr,1,-1,unknown,married,tertiary,15,54,0,0
4075,54,technician,2133,no,no,cellular,nov,1,-1,unknown,divorced,tertiary,18,176,0,0
7200,48,admin.,292,yes,yes,cellular,jul,6,-1,unknown,married,secondary,29,164,0,0
4427,33,self-employed,454,no,yes,cellular,nov,1,-1,unknown,divorced,tertiary,18,134,0,0
5230,35,blue-collar,-701,yes,yes,cellular,may,3,-1,unknown,married,secondary,7,531,0,0
7402,72,retired,1129,no,no,cellular,aug,1,-1,unknown,married,secondary,26,186,0,1
1269,54,management,3473,yes,no,cellular,aug,2,-1,unknown,divorced,tertiary,12,306,0,0
1289,43,services,313,yes,no,cellular,may,2,-1,unknown,divorced,secondary,8,155,0,0
1938,39,management,0,no,no,unknown,may,8,-1,unknown,married,tertiary,27,205,0,0
2920,48,technician,-92,yes,no,cellular,feb,1,-1,unknown,single,secondary,3,1393,0,1
6165,47,admin.,225,no,no,cellular,aug,4,-1,unknown,divorced,secondary,28,1126,0,1
3449,39,management,4314,yes,no,cellular,nov,4,-1,unknown,divorced,secondary,20,141,0,0
600,46,technician,3308,no,no,cellular,oct,1,91,success,married,unknown,27,171,2,1
4156,32,services,315,no,no,cellular,aug,1,-1,unknown,married,secondary,4,149,0,0
2108,37,services,278,yes,no,unknown,jun,3,-1,unknown,single,secondary,3,1045,0,1
2809,39,blue-collar,62,yes,no,cellular,may,3,-1,unknown,married,secondary,7,877,0,1
3401,46,management,2904,yes,no,unknown,may,2,-1,unknown,single,tertiary,30,984,0,1
3067,41,entrepreneur,663,no,no,cellular,jul,1,-1,unknown,single,secondary,24,1204,0,1
2118,49,self-employed,-341,no,yes,cellular,nov,2,-1,unknown,single,tertiary,18,920,0,0
628,50,blue-collar,4121,yes,yes,cellular,nov,1,-1,unknown,married,primary,20,177,0,0
4024,30,unemployed,330,no,no,cellular,apr,1,-1,unknown,married,tertiary,14,111,0,1
3627,30,services,80,yes,no,unknown,may,2,-1,unknown,married,secondary,8,185,0,0
4318,33,services,6904,no,no,telephone,nov,2,-1,unknown,married,primary,20,114,0,0
5934,35,management,2486,yes,no,cellular,may,1,-1,unknown,single,tertiary,25,265,0,0
6659,32,blue-collar,-84,yes,no,cellular,may,1,-1,unknown,single,secondary,11,426,0,0
3748,44,self-employed,1196,no,no,cellular,aug,5,-1,unknown,married,tertiary,20,552,0,1
6980,33,self-employed,562,yes,yes,cellular,apr,1,363,failure,single,tertiary,6,196,1,1
4073,31,technician,1081,no,no,cellular,apr,5,261,failure,single,tertiary,24,202,2,1
2320,39,management,562,no,no,cellular,sep,2,-1,unknown,married,tertiary,13,303,0,0
2636,30,technician,4,yes,no,cellular,may,5,-1,unknown,married,secondary,8,17,0,0
7027,32,technician,791,yes,no,unknown,may,2,-1,unknown,married,secondary,21,783,0,1
2493,34,management,1058,yes,no,unknown,may,2,-1,unknown,single,tertiary,28,864,0,1
5238,33,self-employed,94,yes,no,cellular,may,2,-1,unknown,single,tertiary,5,955,0,1
6841,36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,married,secondary,4,619,0,1
1166,35,blue-collar,205,yes,yes,cellular,may,7,312,failure,married,secondary,15,1313,1,1
6324,73,retired,1050,no,no,cellular,mar,3,181,failure,single,secondary,4,562,2,1
3546,40,services,65,yes,no,cellular,may,3,-1,unknown,single,secondary,15,15,0,0
7228,25,student,10,yes,no,cellular,jul,4,-1,unknown,married,tertiary,21,857,0,1
7350,60,retired,1690,no,no,unknown,jun,4,-1,unknown,married,secondary,20,1467,0,1
2641,53,self-employed,290,no,yes,cellular,jul,3,-1,unknown,married,tertiary,24,303,0,0
4060,26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,single,tertiary,30,439,0,1
3997,50,management,3463,no,yes,cellular,oct,1,-1,unknown,married,tertiary,28,96,0,1
5627,30,technician,289,yes,no,cellular,aug,4,-1,unknown,married,secondary,14,1184,0,1
3469,66,housemaid,1230,no,no,cellular,jun,6,181,success,married,primary,16,288,3,1
2546,51,unemployed,234,no,no,cellular,aug,1,-1,unknown,married,secondary,22,735,0,1
5400,43,services,2478,yes,no,cellular,jan,1,230,failure,married,secondary,28,347,1,0
4862,48,technician,67,yes,no,unknown,may,4,-1,unknown,married,unknown,14,328,0,0
5244,29,management,5359,no,no,cellular,feb,1,-1,unknown,single,tertiary,18,147,0,1
1556,49,technician,2400,no,no,cellular,oct,3,-1,unknown,married,secondary,21,262,0,0
3674,53,management,2578,no,no,cellular,nov,4,107,failure,married,tertiary,19,299,2,0
2357,35,technician,15474,no,no,cellular,nov,1,92,other,married,secondary,21,89,2,0
5137,34,admin.,-33,yes,yes,cellular,jul,1,-1,unknown,married,secondary,10,961,0,1
4532,26,services,179,yes,yes,cellular,jul,4,-1,unknown,single,primary,28,333,0,0
4547,32,technician,616,yes,no,cellular,aug,7,-1,unknown,married,secondary,27,118,0,0
6163,37,services,49,yes,no,unknown,may,2,-1,unknown,divorced,secondary,16,619,0,1
6015,28,technician,676,no,no,cellular,feb,2,-1,unknown,single,tertiary,5,1138,0,1
1706,36,management,-92,no,yes,cellular,nov,3,-1,unknown,married,tertiary,18,196,0,0
5267,31,unemployed,2616,no,no,cellular,may,1,185,other,single,secondary,21,374,2,1
2973,56,services,530,yes,no,unknown,may,7,-1,unknown,married,secondary,20,51,0,0
2424,33,management,1909,no,no,cellular,aug,2,-1,unknown,single,tertiary,8,191,0,0
6108,32,entrepreneur,73,yes,no,cellular,nov,1,135,failure,married,unknown,21,158,1,0
83,60,retired,2060,no,no,cellular,jun,4,95,failure,married,secondary,29,135,4,0
706,37,admin.,1314,yes,no,cellular,feb,4,210,failure,married,secondary,12,118,3,1
3616,30,management,2,no,no,cellular,mar,1,-1,unknown,single,tertiary,23,269,0,0
1329,46,blue-collar,640,yes,no,cellular,sep,2,129,failure,married,secondary,11,108,2,1
6734,51,blue-collar,50,yes,yes,unknown,may,1,-1,unknown,married,secondary,6,121,0,0
4522,32,management,937,no,no,cellular,may,1,190,failure,married,tertiary,26,61,1,0
5027,37,admin.,36,yes,no,unknown,may,1,-1,unknown,married,secondary,13,428,0,0
1725,38,admin.,47,yes,no,cellular,may,5,-1,unknown,married,secondary,4,288,0,1
6277,35,services,719,yes,no,cellular,may,3,368,failure,single,secondary,18,1359,3,1
85,44,management,7177,no,no,unknown,jun,2,-1,unknown,married,tertiary,19,89,0,0
5195,56,services,1989,no,no,cellular,feb,2,281,failure,married,secondary,3,336,2,1
6177,59,admin.,106,no,no,cellular,may,1,-1,unknown,married,secondary,22,186,0,1
3667,32,admin.,653,no,no,cellular,jun,1,-1,unknown,married,tertiary,2,84,0,1
5473,32,blue-collar,388,yes,no,cellular,apr,2,-1,unknown,married,primary,15,171,0,0
2121,77,retired,3417,no,no,cellular,nov,1,-1,unknown,divorced,secondary,12,134,0,1
5264,53,management,1624,no,no,cellular,nov,3,97,success,married,tertiary,11,166,7,1
967,38,blue-collar,2008,yes,no,cellular,nov,1,-1,unknown,married,secondary,18,354,0,0
2515,28,management,320,yes,no,cellular,apr,1,-1,unknown,single,tertiary,30,239,0,0
5140,53,self-employed,20,yes,no,cellular,aug,2,-1,unknown,married,tertiary,7,218,0,0
809,80,retired,173,no,no,cellular,aug,3,-1,unknown,married,secondary,2,87,0,0
4116,77,retired,1385,no,no,telephone,sep,4,-1,unknown,married,primary,8,160,0,0
1079,37,admin.,529,yes,no,cellular,sep,1,149,other,married,secondary,16,234,2,0
2383,27,housemaid,275,yes,no,cellular,may,2,-1,unknown,married,primary,14,196,0,0
7255,35,blue-collar,40,yes,no,unknown,may,4,-1,unknown,single,secondary,9,617,0,1
2871,59,retired,1423,yes,no,unknown,may,2,-1,unknown,married,primary,15,584,0,0
6371,32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,married,tertiary,2,658,0,0
1113,43,management,7702,no,no,cellular,may,1,95,success,divorced,unknown,22,460,2,1
3441,52,entrepreneur,3469,yes,no,cellular,apr,1,147,success,single,tertiary,16,583,1,1
1879,58,management,4152,yes,no,cellular,apr,2,164,other,married,tertiary,30,750,4,1
3231,27,services,1820,yes,no,cellular,jul,1,-1,unknown,single,secondary,17,1027,0,1
6917,59,technician,309,no,yes,cellular,jul,5,-1,unknown,married,primary,29,25,0,0
5282,45,blue-collar,2071,no,yes,telephone,jul,2,-1,unknown,married,secondary,22,1148,0,0
1890,36,blue-collar,3623,no,no,unknown,nov,1,378,success,single,secondary,12,71,1,1
5492,26,blue-collar,249,yes,no,cellular,jan,3,262,failure,single,secondary,29,235,5,0
3317,50,management,405,no,no,cellular,apr,6,-1,unknown,divorced,tertiary,2,82,0,0
204,54,management,300,yes,no,cellular,nov,2,-1,unknown,divorced,secondary,20,562,0,1
2548,49,blue-collar,-454,yes,no,cellular,may,1,-1,unknown,married,secondary,14,558,0,1
6125,32,management,4291,no,no,cellular,aug,9,-1,unknown,single,tertiary,7,1321,0,1
2181,25,services,628,no,no,cellular,jul,1,-1,unknown,single,secondary,8,266,0,0
4645,50,retired,8648,no,no,cellular,may,3,176,failure,married,secondary,12,731,1,1
5306,45,admin.,3006,no,no,cellular,apr,2,-1,unknown,married,secondary,29,388,0,1
4887,43,technician,13,no,yes,cellular,jul,4,-1,unknown,divorced,primary,9,977,0,0
7172,55,unemployed,1212,no,no,cellular,aug,1,92,failure,married,primary,31,241,1,0
3817,41,blue-collar,-190,no,yes,cellular,jul,3,-1,unknown,married,secondary,29,808,0,1
395,55,blue-collar,781,yes,no,cellular,feb,3,270,failure,married,primary,3,112,2,0
7136,42,blue-collar,790,yes,no,unknown,may,2,-1,unknown,married,secondary,29,356,0,0
4207,42,blue-collar,704,yes,yes,telephone,jul,10,-1,unknown,married,primary,31,88,0,0
2619,31,student,307,no,no,cellular,nov,2,-1,unknown,single,tertiary,20,597,0,0
4208,64,management,3951,no,no,cellular,jan,1,91,success,married,tertiary,28,134,1,1
5284,26,management,9447,no,no,cellular,sep,1,100,other,single,tertiary,4,113,2,0
365,50,admin.,1138,yes,yes,cellular,jul,8,-1,unknown,married,secondary,31,73,0,0
1672,52,housemaid,3923,yes,no,unknown,may,3,-1,unknown,married,secondary,14,942,0,1
6540,41,blue-collar,2039,yes,no,cellular,may,1,-1,unknown,married,secondary,8,729,0,1
1878,47,management,145,no,yes,unknown,jul,1,-1,unknown,married,primary,1,163,0,0
6291,39,services,323,no,no,cellular,jun,2,188,failure,married,secondary,9,874,6,1
5809,40,entrepreneur,1238,yes,no,telephone,jul,2,-1,unknown,married,secondary,21,50,0,0
2079,80,retired,1468,no,no,cellular,jan,3,-1,unknown,married,primary,13,330,0,1
5074,22,admin.,-1,yes,no,unknown,may,1,-1,unknown,single,secondary,9,136,0,0
6878,61,admin.,1332,no,no,cellular,mar,1,-1,unknown,married,tertiary,12,156,0,1
2787,41,management,15,no,no,unknown,jun,5,-1,unknown,married,tertiary,20,13,0,0
5050,26,technician,44,no,no,cellular,oct,1,-1,unknown,single,secondary,30,217,0,1
1365,31,technician,2916,no,no,cellular,aug,2,-1,unknown,single,secondary,14,174,0,0
5144,59,retired,93,no,no,unknown,may,2,-1,unknown,divorced,secondary,26,193,0,0
301,37,technician,1824,yes,no,cellular,jul,2,324,other,married,secondary,3,112,2,0
4236,32,management,1742,no,no,unknown,jun,2,-1,unknown,single,tertiary,5,231,0,0
3216,35,blue-collar,1454,yes,no,cellular,aug,1,182,success,married,secondary,12,323,4,1
6062,45,management,1529,no,no,cellular,jun,1,-1,unknown,married,tertiary,30,160,0,0
1904,42,blue-collar,273,no,no,unknown,jun,1,-1,unknown,married,secondary,12,315,0,0
7092,61,housemaid,211,no,no,cellular,aug,2,186,failure,married,primary,31,443,3,1
4452,46,services,375,no,no,telephone,jul,6,-1,unknown,married,secondary,31,172,0,0
5015,40,blue-collar,13,yes,no,unknown,jul,1,-1,unknown,married,primary,4,178,0,0
4618,31,management,4148,yes,no,cellular,nov,3,99,other,married,tertiary,21,316,9,1
5152,36,admin.,994,no,no,cellular,may,1,90,success,single,tertiary,6,211,6,1
514,57,blue-collar,773,yes,yes,unknown,jun,8,-1,unknown,married,secondary,18,97,0,0
7337,25,student,154,no,no,cellular,sep,1,183,success,single,secondary,2,382,3,1
3409,30,technician,863,yes,no,unknown,may,5,-1,unknown,single,secondary,16,1193,0,1
562,43,entrepreneur,0,no,no,unknown,jun,7,-1,unknown,married,secondary,3,1025,0,1
2782,34,blue-collar,1257,yes,no,unknown,may,7,-1,unknown,married,secondary,26,109,0,0
2430,32,blue-collar,2263,no,no,cellular,may,2,-1,unknown,married,secondary,7,113,0,0
7231,58,management,3228,no,no,cellular,aug,2,-1,unknown,married,tertiary,19,58,0,0
4867,35,blue-collar,306,no,no,unknown,jun,8,-1,unknown,married,secondary,20,12,0,0
5142,36,management,2987,yes,no,cellular,aug,1,-1,unknown,married,tertiary,12,307,0,1
27,49,technician,1684,no,yes,cellular,jun,2,-1,unknown,married,secondary,1,412,0,1
366,38,services,8876,no,no,cellular,feb,1,75,failure,married,secondary,2,280,1,0
1923,53,technician,480,no,no,unknown,jun,2,-1,unknown,married,secondary,6,648,0,1
3069,27,management,390,no,no,cellular,feb,2,104,failure,single,tertiary,9,120,2,1
1438,30,technician,4060,no,no,cellular,feb,1,93,other,single,tertiary,3,179,1,1
4950,29,management,985,yes,no,cellular,jul,2,-1,unknown,single,tertiary,23,396,0,1
4735,52,retired,353,no,no,cellular,jul,4,-1,unknown,divorced,primary,31,395,0,0
5879,57,unemployed,890,no,no,cellular,feb,4,-1,unknown,married,secondary,5,343,0,0
4451,59,retired,422,yes,no,cellular,may,4,-1,unknown,married,tertiary,14,647,0,1
6926,57,blue-collar,3196,no,no,cellular,aug,4,-1,unknown,married,unknown,28,161,0,0
6558,39,management,363,yes,yes,cellular,jul,1,-1,unknown,married,secondary,17,184,0,0
4726,53,management,232,yes,no,telephone,jan,1,-1,unknown,married,tertiary,29,32,0,0
4930,52,management,48,no,no,unknown,jun,2,-1,unknown,married,primary,9,135,0,0
2886,87,retired,2190,no,no,telephone,jan,2,-1,unknown,married,primary,12,512,0,1
1305,49,blue-collar,3,no,yes,cellular,jul,6,-1,unknown,married,primary,9,1439,0,1
446,40,entrepreneur,-164,no,no,cellular,may,1,-1,unknown,married,tertiary,7,87,0,0
3218,42,management,36,no,no,cellular,nov,3,-1,unknown,married,tertiary,21,664,0,1
1344,31,management,0,yes,yes,cellular,may,3,352,failure,single,tertiary,14,117,3,0
6740,40,technician,1270,no,no,cellular,apr,2,-1,unknown,married,secondary,17,342,0,0
3362,56,management,-155,yes,no,cellular,nov,1,-1,unknown,married,primary,17,282,0,0
1311,57,technician,28,yes,no,cellular,may,1,358,failure,married,secondary,8,163,1,0
2674,34,services,-30,no,no,cellular,jul,3,-1,unknown,single,secondary,21,1360,0,1
657,35,technician,1693,yes,no,cellular,feb,1,-1,unknown,single,secondary,10,515,0,1
4745,52,services,130,yes,no,unknown,may,2,-1,unknown,divorced,primary,29,103,0,0
6988,44,self-employed,1070,yes,no,cellular,apr,1,160,other,divorced,tertiary,30,381,2,1
1026,23,admin.,314,no,yes,cellular,apr,4,-1,unknown,single,tertiary,8,142,0,1
6737,50,services,1595,no,no,unknown,jun,1,-1,unknown,married,secondary,9,882,0,1
6206,42,blue-collar,1598,yes,yes,cellular,apr,2,-1,unknown,married,secondary,16,1463,0,1
3438,35,blue-collar,526,yes,no,cellular,feb,2,-1,unknown,married,primary,2,914,0,0
3005,30,technician,133,yes,no,cellular,jan,2,-1,unknown,single,secondary,29,113,0,0
6292,47,admin.,66,no,no,cellular,aug,1,-1,unknown,married,unknown,7,358,0,1
859,38,blue-collar,360,yes,no,unknown,may,2,-1,unknown,married,secondary,14,220,0,0
6883,39,blue-collar,175,no,no,cellular,may,1,365,other,single,secondary,12,17,2,0
2045,48,admin.,3644,yes,yes,telephone,jul,9,-1,unknown,married,primary,31,1039,0,1
2529,39,blue-collar,29,yes,no,unknown,may,2,-1,unknown,single,secondary,7,214,0,0
4711,51,admin.,949,no,no,cellular,aug,1,-1,unknown,married,secondary,5,1092,0,1
5530,18,student,608,no,no,cellular,nov,1,93,success,single,primary,13,210,1,1
1851,40,housemaid,949,no,no,cellular,aug,1,-1,unknown,married,secondary,8,182,0,0
6257,25,student,722,no,no,telephone,apr,2,-1,unknown,single,unknown,21,623,0,1
2960,33,management,20,no,no,cellular,aug,2,-1,unknown,single,tertiary,21,329,0,0
4896,31,blue-collar,2369,yes,no,cellular,may,1,-1,unknown,single,primary,18,87,0,0
2166,37,management,240,no,no,unknown,jun,1,-1,unknown,single,tertiary,5,1123,0,1
3003,32,self-employed,286,yes,no,cellular,aug,1,-1,unknown,married,primary,6,175,0,0
6182,55,blue-collar,93,no,yes,cellular,jan,1,-1,unknown,married,secondary,28,111,0,0
934,46,admin.,3201,yes,no,telephone,may,3,-1,unknown,divorced,secondary,13,157,0,0
1850,54,management,2895,yes,no,cellular,feb,2,256,failure,married,secondary,9,20,1,0
122,47,admin.,1358,yes,no,cellular,may,4,-1,unknown,married,secondary,14,80,0,0
7403,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,married,primary,7,526,0,1
6460,32,technician,719,yes,no,unknown,may,6,-1,unknown,single,secondary,28,79,0,0
1285,40,technician,568,yes,no,unknown,oct,1,-1,unknown,divorced,tertiary,24,112,0,1
851,34,services,-374,yes,no,cellular,may,1,-1,unknown,single,secondary,11,672,0,1
2758,63,blue-collar,641,no,no,cellular,may,2,-1,unknown,married,secondary,27,417,0,1
6208,33,services,170,no,no,cellular,jul,1,-1,unknown,single,secondary,7,782,0,1
6936,34,management,606,no,no,cellular,apr,1,-1,unknown,married,tertiary,20,97,0,1
3139,27,admin.,1596,no,no,cellular,sep,1,-1,unknown,married,secondary,1,82,0,1
1620,56,housemaid,61,no,no,cellular,jun,1,-1,unknown,divorced,primary,2,144,0,0
5382,26,student,5296,no,no,cellular,mar,1,205,failure,single,secondary,5,229,1,1
6036,43,services,519,yes,no,cellular,may,6,-1,unknown,married,tertiary,18,715,0,0
3228,40,technician,1871,yes,no,cellular,nov,1,-1,unknown,divorced,tertiary,17,64,0,0
5736,58,unknown,68,no,no,cellular,apr,1,-1,unknown,married,unknown,2,268,0,1
6280,30,management,1235,yes,no,cellular,jul,3,-1,unknown,married,tertiary,28,104,0,0
303,41,blue-collar,5517,yes,no,cellular,jul,1,-1,unknown,married,secondary,10,584,0,1
1112,33,management,3770,no,no,cellular,jan,2,-1,unknown,single,tertiary,28,757,0,0
1254,33,services,2918,no,yes,cellular,nov,2,-1,unknown,married,secondary,20,1059,0,1
2034,70,retired,44,no,no,cellular,sep,2,88,other,married,tertiary,18,1104,2,1
797,56,admin.,4118,no,no,telephone,may,1,-1,unknown,single,secondary,27,165,0,1
5980,37,unemployed,1978,no,no,cellular,sep,1,182,success,married,secondary,9,404,1,1
6943,44,blue-collar,292,no,yes,cellular,jul,4,-1,unknown,single,secondary,17,1153,0,1
6853,60,retired,0,yes,no,unknown,may,1,-1,unknown,married,secondary,15,229,0,0
2720,48,entrepreneur,104,yes,yes,cellular,nov,1,-1,unknown,married,secondary,18,55,0,0
4070,38,blue-collar,495,yes,no,unknown,may,1,-1,unknown,single,unknown,8,297,0,0
2226,31,management,825,yes,no,unknown,may,2,-1,unknown,single,tertiary,21,506,0,1
1566,52,self-employed,517,no,no,cellular,aug,4,-1,unknown,married,secondary,26,77,0,0
6568,30,admin.,915,yes,no,unknown,apr,1,-1,unknown,single,secondary,27,370,0,1
1134,34,unemployed,978,no,no,cellular,mar,1,-1,unknown,married,secondary,24,132,0,1
6754,31,management,9421,no,no,cellular,nov,1,-1,unknown,single,tertiary,25,372,0,1
2324,37,services,50,no,no,cellular,nov,1,154,other,single,secondary,19,244,8,0
2044,41,technician,2490,yes,no,unknown,may,2,-1,unknown,married,secondary,21,115,0,0
455,41,admin.,14968,no,no,cellular,jul,4,-1,unknown,married,secondary,23,1360,0,1
7160,28,admin.,-126,no,yes,cellular,jul,4,-1,unknown,single,secondary,8,360,0,0
1151,49,technician,443,no,no,unknown,jun,11,-1,unknown,single,unknown,20,25,0,0
579,57,management,10583,no,no,cellular,jun,3,-1,unknown,married,tertiary,22,295,0,1
3190,27,services,54,yes,no,cellular,may,1,370,failure,married,secondary,18,97,1,0
4243,41,admin.,2002,yes,no,cellular,may,2,350,failure,single,secondary,15,172,1,0
7283,35,technician,-180,no,yes,cellular,aug,2,-1,unknown,married,secondary,13,823,0,1
1683,60,services,4256,yes,no,cellular,nov,1,92,success,married,tertiary,16,200,4,1
3127,52,retired,-309,yes,no,unknown,jun,2,-1,unknown,divorced,tertiary,19,500,0,1
5873,25,services,50,yes,no,unknown,may,1,-1,unknown,married,secondary,5,342,0,0
3400,35,blue-collar,-461,no,no,unknown,may,1,-1,unknown,married,secondary,23,339,0,0
2934,59,blue-collar,320,yes,no,unknown,may,1,-1,unknown,married,primary,15,695,0,1
4081,45,technician,3395,yes,no,cellular,nov,1,188,failure,married,secondary,18,92,1,0
6645,48,management,0,yes,no,cellular,may,1,344,other,married,unknown,8,612,1,0
2814,33,blue-collar,202,yes,no,cellular,apr,1,-1,unknown,married,secondary,17,377,0,0
3415,45,management,1309,no,no,cellular,jul,1,-1,unknown,married,tertiary,2,367,0,1
576,56,services,191,no,no,cellular,jul,3,-1,unknown,divorced,secondary,23,335,0,0
5095,45,admin.,1097,yes,yes,cellular,feb,1,208,failure,married,secondary,2,174,1,0
3248,63,retired,2193,no,no,telephone,apr,4,-1,unknown,married,unknown,21,1348,0,1
2138,37,services,2678,no,no,cellular,mar,1,-1,unknown,married,secondary,25,156,0,1
4786,26,blue-collar,-46,yes,no,unknown,jun,7,-1,unknown,single,secondary,20,382,0,1
4150,39,technician,116,no,no,cellular,may,2,-1,unknown,married,secondary,22,554,0,1
4327,61,retired,86,no,no,cellular,oct,1,-1,unknown,married,secondary,23,149,0,1
1777,60,unemployed,957,no,no,cellular,sep,1,184,success,married,secondary,8,246,3,1
3028,53,admin.,291,no,no,unknown,jul,1,-1,unknown,single,secondary,23,145,0,0
946,41,blue-collar,2717,yes,yes,cellular,jul,2,-1,unknown,married,secondary,24,559,0,0
4393,28,management,1825,no,no,cellular,mar,1,-1,unknown,single,tertiary,9,236,0,1
1814,51,management,385,no,no,cellular,aug,2,-1,unknown,married,tertiary,11,39,0,0
7041,34,admin.,1581,yes,yes,unknown,may,11,-1,unknown,single,secondary,20,52,0,0
1765,31,services,2050,yes,no,cellular,nov,5,-1,unknown,married,secondary,18,271,0,0
655,55,management,-375,no,no,cellular,jul,2,-1,unknown,married,tertiary,30,814,0,1
3430,56,services,-40,yes,no,cellular,may,1,368,failure,single,secondary,15,311,2,1
2779,65,retired,343,no,no,telephone,feb,2,-1,unknown,married,primary,5,159,0,0
45,32,technician,367,yes,no,cellular,may,2,276,failure,married,secondary,11,214,3,0
672,59,retired,25947,no,no,cellular,aug,2,-1,unknown,married,secondary,13,292,0,0
4305,47,technician,335,no,no,cellular,may,1,76,success,married,secondary,4,417,1,1
1975,29,technician,307,yes,no,cellular,feb,1,-1,unknown,single,secondary,3,216,0,0
1858,30,admin.,457,no,no,cellular,apr,2,-1,unknown,single,secondary,27,90,0,0
730,40,admin.,877,yes,no,cellular,nov,3,177,failure,single,secondary,21,12,6,0
1792,46,unemployed,44,no,no,cellular,aug,1,-1,unknown,single,tertiary,14,225,0,1
2413,31,unemployed,1489,yes,no,cellular,feb,1,-1,unknown,single,tertiary,3,678,0,0
6011,35,admin.,286,no,no,cellular,apr,2,-1,unknown,married,tertiary,30,949,0,1
6896,43,technician,593,yes,no,unknown,may,1,-1,unknown,single,secondary,5,55,0,0
5762,47,admin.,3696,no,no,cellular,jul,2,181,success,single,secondary,12,250,4,1
586,49,blue-collar,-157,yes,no,cellular,jul,3,-1,unknown,married,primary,7,491,0,1
3086,32,management,312,no,no,cellular,may,2,98,success,single,tertiary,26,208,2,1
